molecule,Patient,Sample,Depth,Treat,hydroxyphenazine,pyocyanin,Phenazine-1-carboxylic acid,PCN,Pyochelin,NHQ,quinolone286a,quinolone286b,C9:db NHQ,HHQ,db HQNO,C11:db UHQa,C11:db UHQb,quinolone300,quinolone268,quinolone216,db HHQ,quinolone,quinolone202,quinolone282,quinolone312a,quinolone312b,quinolone328,quinolone354,quinolone370,HQNO,PQS,HQNO246a,HQNO246b,HQNO232,NQNO,C9 PQS,quinolone200,HQNO218,HQNO344,PQS302,PQS342,Rha668,RhaC10C10,RhaC10C10b,Rha682,Rha694,Rha696,Rha665,Rha724,Rha679,Rha696,Ampicillin,Rha522Na,Rha527Na,Rha673Na
107_NT10_GD4_01_31992.mzML,107,NT10,10,NT,3.755569981,4.141637875,4.805473671,2.814247596,2.719331287,5.163030112,3.983716474,3.692670699,3.66539335,6.073637714,3.636287252,2.928395852,2.643452676,3.523226042,3.10720997,4.791100899,4.536709914,3.526339277,4.951415238,5.286537303,2.301029996,3.431363764,3.046104787,2.971275849,3.659345636,5.274674998,3.738780558,4.710996915,3.281487888,4.672578088,3.100370545,2.876217841,4.400779677,4.77096977,5.336411699,2.965671971,3.400019635,2.380211242,2.499687083,2.984077034,2.541579244,2.880813592,2.854913022,2.301029996,3.089198367,2.579783597,2.900913068,6.273432804,3.020361283,3.028571253,3.356408327
146_NT1_GF1_01_32017.mzML,146,NT1,1,NT,3.6642658,2.301029996,5.664427596,2.565847819,3.35945602,7.040240673,6.031718622,6.84218722,2.357934847,6.75806639,6.993709155,6.617153891,3.357934847,6.136293036,5.977869869,5.140193679,5.42113648,6.213975451,4.264061871,5.082943267,4.600580874,6.027926652,6.277871316,2.531478917,4.502372488,6.628409367,7.063683656,4.285827253,3.388811413,3.305351369,2.301029996,2.301029996,3.68735057,4.287533011,4.795713216,5.614416274,2.748188027,3.524785449,3.401400541,3.09482038,2.871572936,3.373647472,3.545554507,2.938519725,3.143639235,3.074816441,3.347915187,6.304846262,4.464906651,3.042969073,3
146_NT2_GF2_01_32018.mzML,146,NT2,2,NT,3.534026106,3.917190309,5.290631078,2.334453751,3.003460532,6.69259314,5.060531644,2.301029996,2.301029996,6.713547325,2.712649702,3.84608958,3.946845114,2.301029996,4.501771086,4.564902673,4.231163642,5.303878293,3.713322505,4.982325516,3.767304317,5.0355418,4.963220987,2.677606953,3.445915414,3.900257858,3.900257858,4.418301291,3.402089351,2.837588438,2.301029996,3.465382851,3.076276255,3.592842683,3.878521796,4.752632239,2.658964843,2.769377326,3.098989639,2.832508913,3.279666944,3.354876423,3.390228362,3.254306332,3.261024834,3.008600172,2.350248018,6.28728116,3.717004407,2.301029996,3.235528447
146_NT3_GF3_01_32019.mzML,146,NT3,3,NT,3.464191371,3.847078862,5.695737275,2.301029996,3.179551791,6.729068197,5.375100037,2.301029996,2.301029996,6.767218519,6.121285328,2.301029996,2.991226076,2.996511672,4.700322894,4.975597223,3.941710149,5.460645308,4.325351438,5.425097098,3.918868743,4.766621021,4.219689289,2.772321707,3.434568904,6.422682401,3.829432434,5.13567955,3.274157849,2.922206277,2.301029996,2.301029996,3.098989639,4.321722674,4.42258984,4.721909495,2.301029996,2.905256049,3.113943352,3.226342087,3.382377303,2.965671971,3.108565024,3.177247836,2.301029996,3.187520721,3.097604329,6.334880598,3.916348652,2.619093331,3.07773118
146_NT4_GF4_01_32020.mzML,146,NT4,4,NT,3.698970004,3.541579244,5.544514518,2.536558443,3.302763708,6.350893551,5.163852832,2.301029996,2.301029996,6.733981017,2.301029996,2.974971994,3.249442961,3.57333584,4.789918992,4.744512031,4.599752109,5.0304054,4.168379613,5.329406016,3.650890078,3.667266119,3.260071388,2.619093331,3.332842267,3.571009672,4.304231942,4.835335383,3.602927713,2.301029996,2.301029996,3.473632927,3.675778342,3.929623252,4.579326204,4.679936396,2.859738566,2.835056102,2.301029996,3.104487111,2.913813852,3.017033339,2.862131379,2.702430536,3.346352974,2.930439595,3.39375064,6.240603157,3.504606771,3.301029996,2.769377326
146_NT5_GF5_01_32021.mzML,146,NT5,5,NT,3.672097858,3.802363174,5.544524434,2.301029996,3.154728207,6.049433565,5.17582481,2.301029996,2.301029996,6.728253761,2.380211242,3.013679697,2.819543936,3.090610708,4.39849555,4.796157877,4.373353434,4.524110393,3.848804701,5.327146334,3.744136452,3.093421685,3.148602655,3.025305865,3.362482475,3.146128036,3.311329952,4.520876382,3.038222638,3.14113609,2.301029996,2.894316063,3.332842267,4.0953786,4.530916525,4.643926194,3.062957834,2.909556029,2.862131379,2.712649702,2.681241237,3.205204364,3.005180513,2.334453751,2.45331834,2.521138084,2.840106094,6.130906017,2.984077034,2.738780558,2.716003344
146_NT6_GF6_01_32022.mzML,146,NT6,6,NT,3.733357788,4.038540686,5.099293816,3.023663918,3.190891717,5.316263972,4.872622379,3.186391216,2.45331834,6.457541591,2.301029996,2.926342447,2.79518459,2.408239965,4.002079626,4.387603361,4.289856403,4.264912225,3.896526217,5.114851081,3.560623875,2.77524626,2.551449998,2.551449998,3.173768823,2.971275849,3.577951128,4.13225969,2.380211242,2.698970004,2.309630167,3.142389466,3.073351702,3.929827481,4.429299991,3.917190309,3.324693914,2.627365857,2.77524626,2.864511081,2.477121255,3.344785123,3.228400359,3.101747074,2.546542663,3.153509989,3.07773118,6.219455633,3.398634325,3.123198075,2.551449998
146_NT7_GF7_01_32023.mzML,146,NT7,7,NT,3.781611782,3.784474644,5.158760413,2.309630167,3.04453976,5.385870702,4.667677047,2.894316063,2.301029996,6.464727346,2.301029996,3.187520721,2.334453751,2.655138435,3.888740961,4.461798558,4.264534495,3.918449742,3.831485839,5.116753812,3.529430354,2.769377326,3.286007122,3.300160537,3.424228071,2.301029996,3.403463701,4.279940573,2.926342447,2.301029996,2.987666265,2.987666265,3.428134794,3.926342447,4.578318241,4.065505023,2.837588438,2.414973348,2.857332496,2.781036939,3.064457989,3.347134783,2.635483747,3.152288344,3.064457989,2.800717078,2.709269961,6.089664947,3.378034322,2.954242509,2.772321707
146_NT8_GF8_01_32024.mzML,146,NT8,8,NT,3.613630435,4.014688512,5.179436883,2.477121255,3.046104787,2.695481676,4.729553536,2.301029996,2.301029996,6.420190171,2.301029996,3.410945859,2.301029996,2.597695186,3.819543936,4.266983885,4.482187314,4.058729621,3.820070034,5.118198568,3.385963571,2.408239965,2.499687083,2.45331834,3.581152892,3.208441356,3.55291145,4.290924559,2.822168079,3.036628895,2.301029996,3.001733713,3.392345155,3.680154142,4.631565517,4.058274147,3.02201574,2.827369273,3.186391216,2.77815125,3.226342087,3.256236533,2.499687083,3.243534102,2.602059991,3.277838333,2.51054501,6.008668291,3.059941888,2.7355989,3.158362492
146_NT9_GF9_01_32025.mzML,146,NT9,9,NT,3.753123245,3.994405147,5.072441077,2.401400541,2.857332496,2.440909082,4.808535053,3.558228422,2.857332496,6.414098533,2.465382851,2.394451681,2.301029996,2.301029996,3.819280647,4.511722976,4.33090056,3.770557475,3.669502834,5.259718082,3.098989639,2.394451681,2.909556029,3.041392685,3.215901813,2.579783597,3.766412847,4.387033701,2.471291711,3.612359948,2.301029996,3.180699201,3.575187845,3.566319622,4.82022774,3.568670978,3.161966616,2.907411361,2.77815125,2.992995098,2.725911632,3.128399269,2.840106094,3.039810554,2.909556029,3.35564305,3.079181246,6.123124814,3.199755177,2.301029996,2.77524626
146_NT10_GF10_01_32026.mzML,146,NT10,10,NT,3.808616035,3.744136452,5.010486527,2.309630167,3.041392685,4.311584347,4.676034811,3.097604329,2.301029996,6.327033449,2.301029996,2.301029996,2.301029996,2.301029996,3.990161193,4.041708421,4.162205831,3.347134783,3.550961752,5.342722635,3.056904851,2.301029996,2.301029996,2.526339277,3.554852434,3.876448787,3.761627185,3.827885983,2.619093331,3.926753905,2.301029996,3.204119983,3.55291145,3.621176282,4.88088216,3.275080898,3.073351702,2.499687083,2.709269961,2.857332496,2.859738566,3.187520721,3.010299957,3.112605002,2.681241237,3.354876423,3.010299957,6.018354256,3.020361283,2.301029996,2.803457116
148_NT1_GC7_01_31747.mzML,148,NT1,1,NT,3.43264866,6.700174628,6.364526231,5.075765878,4.407084836,6.252737527,5.981380016,2.301029996,3.866641721,5.797220438,3.370698093,5.264581729,3.981546805,3.412292509,5.055943769,4.078021581,4.87094205,4.716136952,3.023663918,5.306999418,5.050194088,4.806071387,4.636086515,2.301029996,3.84260924,6.401031578,4.157275396,4.87415699,2.51054501,4.869208244,2.301029996,3.025305865,2.488550717,4.026614968,3.906981153,3.207365037,2.301029996,6.35804912,5.774992604,4.360063001,5.47040461,5.810748524,6.130669493,4.852894571,5.342659504,5.588043012,5.631671004,6.020998995,5.968755581,3.254306332,5.625382426
148_NT2_GC8_01_31748.mzML,148,NT2,2,NT,4.176669933,6.269182194,5.893724044,4.223236273,3.978819387,5.479529244,5.762516517,3.227372442,3.895864351,5.663425754,4.394381628,3.96922948,3.903740941,2.301029996,4.998939027,3.312177356,4.503354808,4.747691407,2.526339277,5.393890939,4.856245401,4.727541257,4.359911335,3.124504225,3.847325831,5.136162283,4.539226695,4.281397022,3.283301229,4.02251085,2.301029996,2.301029996,2.301029996,3.477121255,3.927780849,3.833784375,2.301029996,6.126072934,5.534924242,3.992111488,5.131413336,5.522720633,5.869128416,4.562150059,5.06391853,5.327759323,5.274601158,4.968127896,5.748708868,2.515873844,5.534832991
148_NT3_GC9_01_31749.mzML,148,NT3,3,NT,4.196120893,6.361343221,6.093493128,4.685562611,4.022345876,5.496171045,5.53144826,3.06595298,3.386677284,5.433846608,3.29578694,4.20790353,2.741939078,3.993876915,4.419294722,3.485721426,3.948999454,4.18582536,3.164352856,5.139765777,4.52757835,3.86569606,3.669130847,2.575187845,3.050766311,4.31580247,4.537869445,4.32255006,3.420945406,4.31386722,3.498034724,3.498034724,2.982271233,3.356408327,4.112605002,3.815577748,3.053846427,6.177423367,5.605240382,4.030356805,5.228615912,5.601938372,5.806158259,4.610191554,4.633185567,5.236597716,5.574230418,5.955495329,5.713890212,3.414304688,5.554275898
148_NT4_GC10_01_31750.mzML,148,NT4,4,NT,4.418831404,6.161862517,6.172689315,4.415507536,3.650501795,5.280350693,5.529671562,3.691258358,3.229425848,5.398842403,3.537567257,3.053846427,3.684486292,3.529943402,4.428264415,3.73045926,4.245018871,3.933892036,2.688419822,4.367803033,4.481786488,3.390228362,3.035029282,3.337658891,2.301029996,5.620868634,4.531530008,4.755691956,3.10720997,4.10339317,2.301029996,3.944680034,2.662757832,3.799064719,4.231061611,3.876448787,2.301029996,5.968589408,5.418698936,3.366982976,4.792195512,5.187306341,5.235417334,4.235225345,3.780749231,4.603231006,4.877670756,5.379131402,5.498100939,4.37401474,5.458794922
148_NT5_GC11_01_31751.mzML,148,NT5,5,NT,4.272027361,5.021569657,6.205655752,4.523121882,3.692670699,3.210586025,5.663142861,2.991226076,3.956744545,5.529671562,3.44963265,3.685562611,3.554368001,3.619093331,4.453624074,3.986413405,4.306896598,3.944285221,2.62324929,4.403669479,4.535547279,3.07773118,3.263872677,2.722633923,3.155943018,5.043974967,4.50726202,4.566885109,3.228400359,4.15896526,3.232487866,3.643452676,3.035029282,3.86946641,4.281397022,3.677971753,2.301029996,5.982488326,5.438706859,3.43964843,4.748343104,5.014251647,5.098519129,3.799340549,3.502973059,4.46846549,4.195899652,5.416986474,5.488133142,3.552424846,5.447046341
148_NT6_GC12_01_31752.mzML,148,NT6,6,NT,4.31369853,6.381140361,6.442031132,4.954782629,3.721315881,5.434326142,5.765614916,3.015359755,4.117403884,5.673798437,3.373647472,3.664641976,2.579783597,2.850033258,4.709202097,4.040444098,4.728418718,4.038381691,3.480581787,4.65255575,4.537567257,3.273232834,2.301029996,3.010299957,3.347134783,6.457774747,4.128399269,5.02910769,3.575187845,4.496984969,2.301029996,3.643057684,3.064457989,4.043283666,4.447654084,3.463594402,3.212720154,6.033536336,5.377663159,2.754348336,4.429816854,4.72029164,4.842434488,3.789298611,3.808885867,4.302157696,3.677606953,6.337128473,5.326638942,3.013679697,5.502148427
148_NT7_GD1_01_31753.mzML,148,NT7,7,NT,4.460837729,6.369919809,6.431606258,4.979566584,3.608526034,5.1549836,5.701989124,3.050766311,3.956360554,5.755316772,3.611935625,3.679791171,3.344785123,2.880813592,4.550864037,4.1286577,4.8492228,4.019365575,2.301029996,4.845965762,4.506775537,2.789580712,2.301029996,2.301029996,3.34084055,6.468345558,3.943494516,4.997945277,2.8876173,4.72692272,2.301029996,3.587486465,3.49248101,3.842109763,4.736523983,2.401400541,2.958085849,5.900146374,5.245236211,3.158362492,4.10462366,4.518829676,4.763607664,3.567261692,3.725258066,4.158241838,4.158000429,6.314531225,5.146028757,2.88536122,5.378732125
148_NT8_GD2_01_31754.mzML,148,NT8,8,NT,4.372985606,6.202971929,6.279774592,4.714363295,3.28780173,4.629735707,5.537577333,2.301029996,3.895864351,5.691003648,3.526855987,3.508933526,2.380211242,2.695481676,4.641632728,4.099956734,4.787517149,3.465382851,2.698970004,4.817723987,4.185485492,2.797959644,2.401400541,3.201943063,2.961895474,6.349969515,3.966235624,4.811575006,2.942504106,4.745012299,2.301029996,3.221153322,3.29841638,3.772321707,4.751771641,2.394451681,2.835056102,5.533949907,4.908956589,2.318063335,3.733999287,4.015527404,4.349394101,2.992995098,3.556784782,3.755264891,4.1586037,6.308599412,4.732168512,2.301029996,5.078152198
148_NT9_GD3_01_31755.mzML,148,NT9,9,NT,4.247383993,5.961552075,6.321769878,4.736077637,2.597695186,4.352105303,5.318789336,2.789580712,3.747567163,5.617583205,3.384532615,2.900913068,3.209515015,2.551449998,4.341948646,4.041550582,4.593684726,3.050766311,2.301029996,4.71092932,3.729812507,2.748188027,2.521138084,2.88536122,3.64028263,6.273014243,4.119387874,4.843506852,3.581152892,4.555336328,2.681241237,3.321391278,2.301029996,3.923244019,4.633387649,3.073351702,2.688419822,5.236315523,4.583380165,2.824776462,3.713658516,4.074670189,4.37533434,3.288696261,3.163161375,3.826334006,4.111800007,6.251777367,4.473749657,2.434568904,4.819728143
148_NT10_GD4_01_31756.mzML,148,NT10,10,NT,4.361803359,5.237925589,6.21959186,4.302677187,3.06595298,4.446288573,5.108767918,2.326335861,4.077295214,5.549910162,3.353339095,3.723947976,2.301029996,2.301029996,4.114210528,3.833784375,4.256525325,2.666517981,2.414973348,4.819807065,3.514813295,2.77524626,2.301029996,3.050766311,3.475380593,6.136896785,3.777861624,4.720192391,3.380211242,4.543173718,2.992995098,3.354876423,2.819543936,3.675044736,4.798678263,3.0523091,2.903089987,5.063303329,4.469939775,3.071882007,3.769377326,4.178170885,4.439837761,3.365487985,3.392345155,3.88149878,3.624900602,6.262185211,4.433737841,3.213783299,4.665768551
157_NT1_BF1_01_32338.mzML,157,NT1,1,NT,6.19477068,6.877705981,6.781392282,5.85212607,4.84105899,6.939714292,6.78650014,6.586424808,6.002005278,5.018034403,6.75828042,6.923899836,6.526064654,6.763718424,6.233765476,5.056111731,6.187597421,6.112550041,4.55866058,5.179448375,5.795501843,5.787409461,6.046757301,2.684845362,3.967735132,7.161243746,7.233626117,5.789890812,5.908510754,5.753126312,6.951359282,7.163792552,4.595804748,4.890666882,5.6481804,5.982084808,2.301029996,6.369053245,6.408938346,5.97566337,5.568150075,5.978211569,6.244516597,5.388527468,5.660235389,6.242543416,5.920263197,6.338451712,6.430022782,2.934498451,6.116264954
157_NT2_BF2_01_32339.mzML,157,NT2,2,NT,5.462775221,6.33814959,6.48985671,5.28689638,4.132387781,6.819511296,5.987382004,5.683162354,5.248698938,5.180939773,5.993883962,6.399367704,5.58067413,6.009495088,5.41205042,4.620094394,5.335257256,5.367505009,4.137480709,4.926856709,4.756788199,5.01918278,5.057863811,2.896526217,3.730782276,6.743818835,6.224463653,5.316683094,4.277471685,5.351757667,6.496924669,5.117735179,4.169791954,4.580286173,4.534635215,4.909127942,2.301029996,6.245287566,6.133085217,5.389300783,5.268624768,5.698949158,6.013955673,4.967079734,5.146028757,5.863351416,5.746229291,6.402949516,6.185667921,5.416939918,6.052042589
157_NT3_BF3_01_32340.mzML,157,NT3,3,NT,5.286797663,6.247078238,6.494200248,5.226187323,3.689131197,6.752737238,5.821219969,5.191305666,5.09269258,4.888471547,5.835358225,6.123089488,5.000971732,5.215531818,5.250293111,4.675081446,5.339673997,5.1766121,3.938319543,4.868338738,4.436162647,4.542078146,4.364288276,2.978636948,3.234517284,6.718787581,5.460374571,5.251862001,3.922621672,5.271637185,6.357815971,4.525511261,4.323953008,4.590351333,4.094261443,4.556688369,2.521138084,6.134842388,5.937208861,4.922995187,4.878866337,5.340880173,5.565158065,4.542277547,4.179436883,5.296068174,5.217557636,6.379886847,5.956830897,2.536558443,5.937403536
157_NT4_BF4_01_32341.mzML,157,NT4,4,NT,5.216862327,6.074557542,6.419314567,5.152239407,3.501880494,6.643413983,5.679540544,4.672947135,5.02062642,5.598492853,5.73725309,5.601690684,4.237040791,4.807724399,5.034628457,4.637609794,5.287299987,5.02489596,3.99281852,4.642622776,4.341553222,3.901131251,4.096631976,2.829946696,3.227372442,6.662820894,5.448489892,5.177432603,3.852967691,5.232975792,6.300229288,3.954049447,4.134559577,4.450187502,3.935104021,4.368100852,2.342422681,5.936292518,5.683382091,4.267453342,4.545554507,4.862035919,4.932899733,4.279758173,3.430719888,4.598002154,4.461438496,6.409184207,5.621911259,2.959994838,5.810684057
157_NT5_BF5_01_32342.mzML,157,NT5,5,NT,5.020858282,5.890271198,6.363766118,5.114504232,3.030194785,6.417645708,5.654449936,4.210906814,5.175535006,4.817750418,5.618554304,5.569069446,3.747877706,4.089905111,4.820910469,4.648360011,5.326949994,4.715133885,3.888965344,4.704870882,4.13213156,3.372175286,3.644635504,2.301029996,3.172602931,6.674096918,5.283246939,5.21591238,3.551937695,5.197655406,6.124568125,2.301029996,4.173419384,4.498145077,3.956552592,3.568201724,2.45331834,5.602159868,5.286752785,3.753429842,4.145134226,4.412561339,3.788168371,3.643057684,2.816903839,3.664641976,3.823213313,6.308180955,5.222008541,2.556302501,5.517238137
157_NT6_BF6_01_32343.mzML,157,NT6,6,NT,5.31758702,6.180032925,6.687017495,5.267556554,3.116607744,6.445264729,5.806950163,4.154849842,5.290568799,5.38379383,5.823163722,5.221289018,3.84509804,3.883093359,5.024452828,5.009280884,5.54607851,4.800552125,4.109915863,5.167411865,4.180469962,3.211654401,3.526339277,2.803457116,2.832508913,6.829762146,5.78724788,5.456250611,4.183895915,5.511835252,6.285709398,4.060999853,4.522444234,4.563006187,4.064008487,4.262166213,2.961895474,5.661706701,5.306287747,3.292256071,3.792671789,4.104760167,4.457457988,3.744762237,2.301029996,4.15192118,4.110724354,6.365448298,5.059108818,2.606381365,5.559264879
157_NT7_BF7_01_32344.mzML,157,NT7,7,NT,5.203772408,5.967491814,6.567952344,5.085133533,2.961895474,6.049693935,5.526396146,3.343999069,5.162002507,5.082181964,5.625032436,4.41690666,3.404149249,3.752816431,4.72903513,4.967435644,5.458939862,4.366684389,4.177709606,5.230316058,3.738146089,2.852479994,3.041392685,2.903089987,2.757396029,6.788787542,5.589230019,5.337323461,3.901785145,5.352668656,5.718943232,3.681241237,4.391005718,4.661736985,4.187295055,3.851258349,2.526339277,5.23690993,4.855543383,3.424228071,3.181843588,3.751279104,4.143639235,3.380934463,3.144885418,3.911477217,3.765817515,6.390805859,4.494321598,2.998259338,5.174106347
157_NT8_BF8_01_32345.mzML,157,NT8,8,NT,5.136568379,5.870150981,6.597700889,5.030016494,2.627365857,5.56631019,5.337618972,3.409595019,5.159218174,4.894116596,5.441292854,4.027757205,3.23350376,2.301029996,4.467874371,5.047056692,5.4173521,4.02019549,4.257486579,5.290470914,3.365487985,3.257198426,2.408239965,2.748188027,3.294906911,6.767621536,5.637933804,5.336899809,4.011147361,5.39471778,5.046120409,4.085076411,4.518987457,4.677971753,3.495266744,3.379486814,2.365487985,4.804575553,4.411821656,3.230448921,3.336859821,3.318063335,3.914448941,2.86923172,2.301029996,3.454539985,3.238547888,6.371686891,4.147985321,2.792391689,4.746976518
157_NT9_BF9_01_32346.mzML,157,NT9,9,NT,4.858440944,5.450944654,6.332005161,4.689805926,2.301029996,4.987487506,4.924155184,2.499687083,4.833758902,5.294713065,4.904196028,3.643057684,2.880813592,3.161966616,3.977723605,4.83330014,5.128528504,3.464191371,4.115011071,5.163507241,2.944482672,2.741939078,2.651278014,2.898725182,2.969415912,6.552746552,5.136517638,5.013797513,3.59900924,5.094513054,4.530660651,3.781324456,4.252950069,4.372985606,4.09046968,3.213783299,3.07773118,4.370624101,3.9526956,2.829946696,3.260071388,3.420945406,3.736874362,2.421603927,2.301029996,3.561578368,2.942504106,6.387184022,3.820332845,3.384532615,4.273047594
157_NT10_BF10_01_32347.mzML,157,NT10,10,NT,4.566555331,5.263446689,6.243411133,4.43907994,2.301029996,4.547085193,4.599184147,2.8876173,4.660030223,5.202237585,4.76854931,3.442166086,2.301029996,2.866877814,3.669502834,4.723947976,4.579737879,2.808885867,3.843108142,5.14015594,2.688419822,2.301029996,2.619093331,3.041392685,3.237543738,6.448538133,5.067041083,4.910304168,3.57333584,5.02251085,3.510008513,3.361727836,4.208118741,4.241247551,3.841109084,2.301029996,2.301029996,3.890979597,3.603793704,2.77815125,2.698970004,2.494154594,3.064457989,2.521138084,2.301029996,2.898725182,3.064457989,5.36285177,3.798512533,2.651278014,3.794348604
179_NT1_GA1_01_32375.mzML,179,NT1,1,NT,6.666349472,7.170631178,6.868559099,5.846116816,5.746904965,6.936399122,6.696493733,6.865952064,6.251748179,5.126313273,6.997146364,6.961191688,6.464698745,6.823115429,6.209329461,5.563533293,6.371298439,6.259762977,4.935144362,5.339856726,5.439086261,5.794041672,6.22550157,2.301029996,4.581244025,6.921249152,7.200115624,5.42599696,4.321474151,5.568595931,6.883552195,7.137477418,5.253987023,5.211312806,5.372838387,5.954826966,3.137354111,6.072646869,5.855206496,5.365090948,5.263636069,5.573010926,6.032960261,4.91377148,5.361644746,5.819578151,5.834173919,6.285061976,6.244936846,4.624158289,5.824394011
179_NT2_GA2_01_32376.mzML,179,NT2,2,NT,5.838786145,6.94791226,6.641366614,5.340674091,4.719828286,6.880390521,5.467045452,5.715023406,5.452387586,5.169592151,6.153770976,6.386999498,5.224595211,5.591273909,5.264572283,5.064263262,5.437058945,5.352367778,4.563765775,5.306047403,4.188422215,4.668348637,4.484641445,2.541579244,3.543074235,6.706170346,5.746858293,5.025322253,3.831229694,5.22016041,6.258249261,4.993647815,4.804466564,4.89051044,4.453562944,4.646717325,2.606381365,5.628515623,5.259804048,4.131233595,4.496209838,4.854961544,5.28925887,4.052617001,3.976258249,4.922808469,2.673941999,6.376389331,5.59736166,2.301029996,5.499181027
179_NT3_GA3_01_32377.mzML,179,NT3,3,NT,5.786566879,6.882062335,6.749246724,5.344643738,4.211440936,6.851670427,5.411343555,5.297375273,5.449385822,5.326606187,6.105984074,6.181251172,4.562340456,5.071852563,5.30838511,5.105973185,5.47447851,5.208441356,4.588428585,5.237523631,4.092018471,4.113408507,3.859978442,2.526339277,3.41564098,6.722105209,5.583932939,5.084947861,3.987129768,5.256650408,6.43344147,4.997298992,4.907239329,4.940974444,4.256910082,4.696181587,2.301029996,5.530870479,5.169498095,3.951337519,4.326827237,4.639924547,4.912073191,3.853698212,2.918030337,4.585505849,3.698274577,6.366386344,5.502192155,2.913813852,5.422162886
179_NT4_GA4_01_32378.mzML,179,NT4,4,NT,5.571088967,6.59234289,6.462112767,5.00600369,3.762828553,6.659869062,5.160768562,4.667901026,5.223911087,5.664796113,5.778278625,5.696157109,4.246005904,4.436226275,5.031473099,4.766621021,5.204109125,4.874040921,4.333729323,4.989592186,3.89740714,3.658583715,3.256236533,2.301029996,3.211654401,6.493043496,5.338145603,4.814141007,3.572871602,4.963296608,6.197181279,4.640918493,4.630427875,4.603966695,4.290390809,4.551986435,2.372912003,5.165647857,4.807589142,3.376576957,3.684126926,4.127493545,4.257582588,3.637889817,2.494154594,3.95017006,4.080337823,6.386541769,5.103105553,2.940516485,5.080092308
179_NT5_GA5_01_32379.mzML,179,NT5,5,NT,5.615634469,6.69812944,6.625252345,5.177062991,3.738780558,6.632038386,5.379479563,4.17283636,5.386876914,5.092734677,5.847093684,5.39988822,3.906335042,4.072911316,5.1045827,5.022708737,5.389655055,4.861271485,4.542676074,5.192277455,3.940317222,3.176091259,3.219060332,2.301029996,2.946452265,6.67727691,5.551415839,5.018767052,3.792391689,5.134852576,6.308012605,4.697159571,4.796602083,4.854208846,4.19623147,4.457033665,2.301029996,5.158278038,4.731749884,3.015359755,3.674677468,3.856124444,3.808885867,3.45331834,2.898725182,3.577031986,3.488550717,6.319506634,5.031295331,3.520090328,5.012752887
179_NT6_GA6_01_32380.mzML,179,NT6,6,NT,5.664645736,6.735084467,6.722622736,5.198371128,3.655906418,6.52735764,5.452963419,4.120968565,5.480754092,5.059002676,5.882879569,5.153082804,3.799616204,3.480006943,5.146103218,5.163936209,5.445548162,4.732683193,4.632740655,5.278671306,3.876448787,2.832508913,3.06595298,2.465382851,3.297541668,6.740092553,5.611085733,5.106000405,3.878981123,5.23706092,6.098711547,4.187971702,4.878475836,4.853576544,4.334212409,4.249345136,2.301029996,5.009518882,4.644359799,3.193124598,3.352568386,3.694780636,3.759516759,3.161966616,3.238547888,3.701049631,3.410270964,6.300264964,4.869161288,3.638688887,4.872994904
179_NT7_GA7_01_32381.mzML,179,NT7,7,NT,5.374455052,6.484858225,6.581798158,4.925085085,3.220108088,6.044425292,5.200675432,3.084933575,5.348336022,5.401076422,5.583869541,4.343999069,3.148602655,3.545554507,4.844303175,4.92927584,5.222268943,4.360593414,4.435462121,5.289874227,3.544564097,2.301029996,3.041392685,3.172602931,2.301029996,6.642685667,5.359782378,4.907690767,3.800991861,5.13448311,5.528366417,3.962085081,4.644399196,4.761296225,3.805364907,3.831997677,2.681241237,4.625518229,4.220631019,2.987666265,3.253338005,3.264817823,3.551937695,3.0523091,2.639486489,3.412292509,3.143639235,6.272646279,4.399673721,3.48515335,4.441223674
179_NT8_GA8_01_32382.mzML,179,NT8,8,NT,5.43895983,6.431287193,6.554227899,4.865056573,2.505149978,5.771646265,5.116062874,2.915927212,5.2921497,5.394794778,5.45686382,4.365113432,2.681241237,3.210586025,4.698100546,4.968669702,5.206015877,4.070555016,4.447282098,5.380211242,3.327971624,2.350248018,2.698970004,3.155943018,3.435844366,6.596958015,5.429597262,4.9139833,3.555336328,5.103132953,5.045197759,3.61658053,4.671469062,4.750477538,4.368175275,3.381656483,2.946452265,4.298853076,3.827110687,2.584331224,3.079181246,2.51054501,2.725911632,2.301029996,2.86923172,2.318063335,2.698970004,6.332384321,4.203032887,3.412292509,4.267453342
179_NT9_GA9_01_32383.mzML,179,NT9,9,NT,5.39252109,6.378091061,6.610216701,4.844452323,2.631443769,5.377247953,4.996966742,3.143639235,5.233950002,5.04593291,5.248395088,3.914025652,2.876217841,2.803457116,4.524785449,4.959327646,5.175616171,3.911690159,4.525044807,5.326491524,2.301029996,3.109915863,2.301029996,2.301029996,3.148602655,6.585868887,5.395920193,4.9244447,3.678700435,5.108767918,3.864036183,3.603360924,4.719795171,4.795017521,4.484641445,3.318063335,2.852479994,3.912540883,3.66238002,3.250420002,2.894316063,2.610660163,3.182984967,2.905256049,3.151063253,3.04453976,2.301029996,6.354982298,3.99281852,3.174931594,3.796574333
